breed,disease,food,ingredients
German shepherd,Cervical vertebral instability (Wobbler syndrome),Sardines with bones & Brown rice Bowl,"Sardines with bones, Brown rice"
German shepherd,Cervical vertebral instability (Wobbler syndrome),Shark cartilage & Brown rice Bowl,"Shark cartilage, Brown rice"
German shepherd,Cervical vertebral instability (Wobbler syndrome),Strong Bones Egg Mix,"Egg (whole), Brown rice, Kale, Spinach, Cod liver oil"
German shepherd,Cleft lip/palate,Beef & Pumpkin Lentils Stew,"Beef, Pumpkin, Lentils"
German shepherd,Cleft lip/palate,Beef & Sweet potato Lentils Stew,"Beef, Sweet potato, Lentils"
German shepherd,Cleft lip/palate,Beef liver & Asparagus Lentils Stew,"Beef liver, Asparagus, Lentils"
German shepherd,Cleft lip/palate,Beef liver & Broccoli Lentils Stew,"Beef liver, Broccoli, Lentils"
German shepherd,Cleft lip/palate,Beef liver & Carrot Lentils Stew,"Beef liver, Carrot, Lentils"
German shepherd,Cleft lip/palate,Beef liver & Spinach Lentils Stew,"Beef liver, Spinach, Lentils"
German shepherd,Cleft lip/palate,Beef liver & Spinach with Pumpkin seeds,"Beef liver, Spinach, Pumpkin seeds"
German shepherd,Cleft lip/palate,Beef liver with Spinach & Broccoli,"Beef liver, Spinach, Broccoli"
German shepherd,Cleft lip/palate,Care Blend Beef Plate,"Beef, Sweet potato, Broccoli, Spinach, Pumpkin seeds"
German shepherd,Cleft lip/palate,Eggs & Asparagus Lentils Stew,"Eggs, Asparagus, Lentils"
German shepherd,Cleft lip/palate,Eggs & Carrot Lentils Stew,"Eggs, Carrot, Lentils"
German shepherd,Cleft lip/palate,Eggs & Spinach Lentils Stew,"Eggs, Spinach, Lentils"
German shepherd,Cleft lip/palate,Health Guard Egg Mix,"Egg (whole), Pumpkin, Carrot, Broccoli, Pumpkin seeds"
German shepherd,Cleft lip/palate,Nourish Sardine Stew,"Sardine, Pumpkin, Spinach, Asparagus, Pumpkin seeds"
German shepherd,Cleft lip/palate,Oysters & Asparagus Lentils Stew,"Oysters, Asparagus, Lentils"
German shepherd,Cleft lip/palate,Oysters & Carrot Lentils Stew,"Oysters, Carrot, Lentils"
German shepherd,Cleft lip/palate,Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
German shepherd,Cleft lip/palate,Sardines & Spinach Lentils Stew,"Sardines, Spinach, Lentils"
German shepherd,Cleft lip/palate,Vitality Chicken Liver Dinner,"Chicken Liver, Sweet potato, Asparagus, Carrot, Pumpkin seeds"
German shepherd,Cleft lip/palate,Wellness Beef liver Bowl #1,"Beef liver, Sweet potato, Broccoli, Spinach, Pumpkin seeds"
German shepherd,Corneal dystrophy,Beef liver & Broccoli with Sunflower seeds,"Beef liver, Broccoli, Sunflower seeds"
German shepherd,Corneal dystrophy,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
German shepherd,Corneal dystrophy,Bright Eyes Egg yolk Bowl #1,"Egg yolk, Sweet potato, Spinach, Carrot, Blueberry"
German shepherd,Corneal dystrophy,Clear Sight Sardine Dinner #3,"Sardine, Sweet potato, Kale, Broccoli, Blueberry"
German shepherd,Corneal dystrophy,Eye Protect Beef Plate,"Beef, Sweet potato, Spinach, Carrot, Blueberry"
German shepherd,Corneal dystrophy,Herring & Pumpkin with Sunflower seeds,"Herring, Pumpkin, Sunflower seeds"
German shepherd,Corneal dystrophy,Herring & Spinach with Sunflower seeds,"Herring, Spinach, Sunflower seeds"
German shepherd,Corneal dystrophy,Mackerel & Kale with Sunflower seeds,"Mackerel, Kale, Sunflower seeds"
German shepherd,Corneal dystrophy,Mackerel & Pumpkin with Sunflower seeds,"Mackerel, Pumpkin, Sunflower seeds"
German shepherd,Corneal dystrophy,Oysters & Broccoli with Sunflower seeds,"Oysters, Broccoli, Sunflower seeds"
German shepherd,Corneal dystrophy,Retina Guard Egg Mix,"Egg (whole), Pumpkin, Broccoli, Spinach, Sunflower seeds"
German shepherd,Corneal dystrophy,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
German shepherd,Corneal dystrophy,Salmon & Carrot with Sunflower seeds,"Salmon, Carrot, Sunflower seeds"
German shepherd,Corneal dystrophy,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
German shepherd,Corneal dystrophy,Salmon with Carrot & Kale,"Salmon, Carrot, Kale"
German shepherd,Corneal dystrophy,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
German shepherd,Corneal dystrophy,Sardines & Kale with Sunflower seeds,"Sardines, Kale, Sunflower seeds"
German shepherd,Corneal dystrophy,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
German shepherd,Corneal dystrophy,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
German shepherd,Corneal dystrophy,Vision Shield Salmon Stew #2,"Salmon, Pumpkin, Carrot, Kale, Sunflower seeds"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Beef & Blueberries Bowl,"Beef, Blueberries"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Beef & Lentils Stew,"Beef, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Beef liver & Blueberries Bowl,"Beef liver, Blueberries"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Beef liver & Lentils Stew,"Beef liver, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Care Blend Beef Plate #5,"Beef, Sweet potato, Spinach, Bell pepper, Blueberry"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Chicken breast & Blueberries Bowl,"Chicken breast, Blueberries"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Chicken breast & Lentils Stew,"Chicken breast, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Health Guard Egg Mix #4,"Egg (whole), Sweet potato, Kale, Spinach, Bone broth"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Mackerel & Kale Lentils Stew,"Mackerel, Kale, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Mackerel & Sweet potato Lentils Stew,"Mackerel, Sweet potato, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Nourish Sardine Stew #2,"Sardine, Sweet potato, Bell pepper, Broccoli, Pumpkin seeds"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Oysters & Kale Lentils Stew,"Oysters, Kale, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Oysters & Sweet potato Lentils Stew,"Oysters, Sweet potato, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Salmon & Bell pepper Lentils Stew,"Salmon, Bell pepper, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Salmon & Broccoli Lentils Stew,"Salmon, Broccoli, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Sardines & Bell pepper Lentils Stew,"Sardines, Bell pepper, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Turkey & Lentils Stew,"Turkey, Lentils"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Vitality Chicken feet Dinner,"Chicken feet, Sweet potato, Broccoli, Kale, Blueberry"
German shepherd,Cutaneous asthenia (Ehlers-Danlos syndrome),Wellness Salmon Bowl,"Salmon, Sweet potato, Spinach, Bell pepper, Blueberry"
German shepherd,Degenerative myelopathy,Beef heart & Blueberries Bowl,"Beef heart, Blueberries"
German shepherd,Degenerative myelopathy,Beef heart & Kale Bowl with Blueberries,"Beef heart, Kale, Blueberries"
German shepherd,Degenerative myelopathy,Beef liver & Blueberries Bowl,"Beef liver, Blueberries"
German shepherd,Degenerative myelopathy,Brain Boost Egg Bowl,"Egg (whole), Sweet potato, Spinach, Bell pepper, Blueberry"
German shepherd,Degenerative myelopathy,Calm Mind Beef liver Dinner,"Beef liver, Sweet potato, Broccoli, Kale, Blueberry"
German shepherd,Degenerative myelopathy,Chicken & Blueberries Bowl,"Chicken, Blueberries"
German shepherd,Degenerative myelopathy,Eggs & Blueberries Bowl,"Eggs, Blueberries"
German shepherd,Degenerative myelopathy,Herring & Bell pepper Bowl with Blueberries,"Herring, Bell pepper, Blueberries"
German shepherd,Degenerative myelopathy,Herring & Kale Bowl with Blueberries,"Herring, Kale, Blueberries"
German shepherd,Degenerative myelopathy,Mackerel & Bell pepper Bowl with Blueberries,"Mackerel, Bell pepper, Blueberries"
German shepherd,Degenerative myelopathy,Mackerel & Broccoli Bowl with Blueberries,"Mackerel, Broccoli, Blueberries"
German shepherd,Degenerative myelopathy,Nerve Care Sardine Mix,"Sardine, Sweet potato, Kale, Spinach, Cod liver oil"
German shepherd,Degenerative myelopathy,Neuro Shield Salmon Stew #2,"Salmon, Sweet potato, Bell pepper, Broccoli, Pumpkin seeds"
German shepherd,Degenerative myelopathy,Salmon & Spinach Bowl with Blueberries,"Salmon, Spinach, Blueberries"
German shepherd,Degenerative myelopathy,Salmon & Sweet potato Bowl with Blueberries,"Salmon, Sweet potato, Blueberries"
German shepherd,Degenerative myelopathy,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
German shepherd,Degenerative myelopathy,Sardines & Broccoli Bowl with Blueberries,"Sardines, Broccoli, Blueberries"
German shepherd,Degenerative myelopathy,Sardines & Sweet potato Bowl with Blueberries,"Sardines, Sweet potato, Blueberries"
German shepherd,Degenerative myelopathy,Seizure Shield Mackerel Plate #5,"Mackerel, Sweet potato, Spinach, Bell pepper, Blueberry"
German shepherd,Degenerative myelopathy,Tuna & Blueberries Bowl,"Tuna, Blueberries"
German shepherd,Demodicosis/ Demodectic mange,Beef & Spinach Chickpeas Stew,"Beef, Spinach, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Coat Shine Egg Stew #2,"Egg (whole), Sweet potato, Spinach, Bell pepper, Sunflower seeds"
German shepherd,Demodicosis/ Demodectic mange,Derma Care Sardine Dinner,"Sardine, Sweet potato, Bell pepper, Broccoli, Blueberry"
German shepherd,Demodicosis/ Demodectic mange,Fur Renewal Beef liver Plate,"Beef liver, Sweet potato, Chickpeas, Kale, Blueberry"
German shepherd,Demodicosis/ Demodectic mange,Herring & Chickpeas Stew,"Herring, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Herring & Kale Chickpeas Stew,"Herring, Kale, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Itch Relief Yogurt Mix,"Yogurt, Sweet potato, Broccoli, Chickpeas, Sunflower seeds"
German shepherd,Demodicosis/ Demodectic mange,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Salmon & Bell pepper Chickpeas Stew,"Salmon, Bell pepper, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Sardines & Bell pepper Chickpeas Stew,"Sardines, Bell pepper, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
German shepherd,Demodicosis/ Demodectic mange,Skin Glow Salmon Bowl #1,"Salmon, Sweet potato, Carrot, Spinach, Blueberry"
German shepherd,Demodicosis/ Demodectic mange,Tuna & Blueberries Bowl,"Tuna, Blueberries"
German shepherd,Demodicosis/ Demodectic mange,Tuna & Chickpeas Stew,"Tuna, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Beef & Chickpeas Stew,"Beef, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Beef & Kale Chickpeas Stew,"Beef, Kale, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Coat Shine Salmon Stew,"Salmon, Sweet potato, Broccoli, Kale, Pumpkin seeds"
German shepherd,Dermatomyositis and ulcerative dermatosis,Derma Care Sardine Dinner #3,"Sardine, Sweet potato, Kale, Bell pepper, Blueberries"
German shepherd,Dermatomyositis and ulcerative dermatosis,Fur Renewal Chicken Plate #5,"Chicken, Sweet potato, Chickpeas, Spinach, Apples (no seeds)"
German shepherd,Dermatomyositis and ulcerative dermatosis,Herring & Bell pepper Chickpeas Stew,"Herring, Bell pepper, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Herring & Broccoli Chickpeas Stew,"Herring, Broccoli, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Itch Relief Beef Mix,"Beef, Sweet potato, Bell pepper, Chickpeas, Cod liver oil"
German shepherd,Dermatomyositis and ulcerative dermatosis,Mackerel & Bell pepper Chickpeas Stew,"Mackerel, Bell pepper, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Oysters & Kale Chickpeas Stew,"Oysters, Kale, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Sardines & Spinach Chickpeas Stew,"Sardines, Spinach, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
German shepherd,Dermatomyositis and ulcerative dermatosis,Skin Glow Egg Bowl,"Egg (whole), Sweet potato, Spinach, Broccoli, Blueberry"
German shepherd,Dermatomyositis and ulcerative dermatosis,Tuna & Blueberries Bowl,"Tuna, Blueberries"
German shepherd,Dermatomyositis and ulcerative dermatosis,Tuna & Chickpeas Stew,"Tuna, Chickpeas"
German shepherd,Dermoids,Beef & Pumpkin with Pumpkin seeds,"Beef, Pumpkin, Pumpkin seeds"
German shepherd,Dermoids,Beef liver & Beef Stew with Carrot,"Beef liver, Beef, Carrot"
German shepherd,Dermoids,Beef liver & Carrot with Pumpkin seeds,"Beef liver, Carrot, Pumpkin seeds"
German shepherd,Dermoids,Beef liver & Oysters Stew with Carrot,"Beef liver, Oysters, Carrot"
German shepherd,Dermoids,Beef liver & Oysters Stew with Sweet potato,"Beef liver, Oysters, Sweet potato"
German shepherd,Dermoids,Beef liver & Sweet potato with Pumpkin seeds,"Beef liver, Sweet potato, Pumpkin seeds"
German shepherd,Dermoids,Beef liver with Carrot & Pumpkin,"Beef liver, Carrot, Pumpkin"
German shepherd,Dermoids,Beef liver with Carrot & Sweet potato,"Beef liver, Carrot, Sweet potato"
German shepherd,Dermoids,Beef liver with Sweet potato & Pumpkin,"Beef liver, Sweet potato, Pumpkin"
German shepherd,Dermoids,Beef with Carrot & Sweet potato,"Beef, Carrot, Sweet potato"
German shepherd,Dermoids,Care Blend Beef liver Plate,"Beef liver, Sweet potato, Carrot, Spinach, Blueberry"
German shepherd,Dermoids,Health Guard Beef Mix #4,"Beef, Pumpkin, Spinach, Carrot, Pumpkin seeds"
German shepherd,Dermoids,Nourish Salmon Stew #2,"Salmon, Pumpkin, Spinach, Carrot, Pumpkin seeds"
German shepherd,Dermoids,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
German shepherd,Dermoids,Oysters & Pumpkin with Pumpkin seeds,"Oysters, Pumpkin, Pumpkin seeds"
German shepherd,Dermoids,Oysters & Sweet potato with Pumpkin seeds,"Oysters, Sweet potato, Pumpkin seeds"
German shepherd,Dermoids,Oysters with Carrot & Pumpkin,"Oysters, Carrot, Pumpkin"
German shepherd,Dermoids,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
German shepherd,Dermoids,Vitality Sardine Dinner #3,"Sardine, Sweet potato, Carrot, Spinach, Blueberry"
German shepherd,Dermoids,Wellness Egg yolk Bowl,"Egg yolk, Sweet potato, Carrot, Spinach, Blueberry"
German shepherd,Elbow dysplasia - OCD of the elbow,Beef liver & Lentils Stew,"Beef liver, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Beef trachea & Broccoli Lentils Stew,"Beef trachea, Broccoli, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Beef trachea & Kale Lentils Stew,"Beef trachea, Kale, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Bone broth & Lentils Stew,"Bone broth, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Bone meal & Lentils Stew,"Bone meal, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Cartilage Care Chicken feet Dinner #3,"Chicken feet, Sweet potato, Kale, Spinach, Pumpkin seeds"
German shepherd,Elbow dysplasia - OCD of the elbow,Chicken feet & Broccoli Lentils Stew,"Chicken feet, Broccoli, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Chicken feet & Kale Lentils Stew,"Chicken feet, Kale, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Chicken sternum cartilage & Lentils Stew,"Chicken sternum cartilage, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Egg yolk & Lentils Stew,"Egg yolk, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Flex & Move Sardine Stew #2,"Sardine, Sweet potato, Broccoli, Kale, Flaxseed"
German shepherd,Elbow dysplasia - OCD of the elbow,Green-lipped mussel & Lentils Stew,"Green-lipped mussel, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Joint Shield Salmon Bowl #1,"Salmon, Sweet potato, Spinach, Broccoli, Bone broth"
German shepherd,Elbow dysplasia - OCD of the elbow,Joint Support Chicken cartilage Plate,"Chicken cartilage, Sweet potato, Broccoli, Kale, Bone broth"
German shepherd,Elbow dysplasia - OCD of the elbow,Mackerel & Lentils Stew,"Mackerel, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Pork cartilage & Lentils Stew,"Pork cartilage, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Salmon & Lentils Stew,"Salmon, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Sardines & Lentils Stew,"Sardines, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Sardines with bones & Lentils Stew,"Sardines with bones, Lentils"
German shepherd,Elbow dysplasia - OCD of the elbow,Strong Bones Egg Mix #4,"Egg (whole), Sweet potato, Spinach, Broccoli, Cod liver oil"
German shepherd,Exocrine pancreatic insufficiency,Beef & Brown rice Bowl,"Beef, Brown rice"
German shepherd,Exocrine pancreatic insufficiency,Beef liver & Pumpkin Brown Rice Bowl,"Beef liver, Pumpkin, Brown rice"
German shepherd,Exocrine pancreatic insufficiency,Beef liver & Pumpkin Oat Porridge,"Beef liver, Pumpkin, Oats"
German shepherd,Exocrine pancreatic insufficiency,Belly Balance Sardine (small) Mix,"Sardine (small), Brown rice, Broccoli, Pumpkin seeds"
German shepherd,Exocrine pancreatic insufficiency,Chicken & Brown rice Bowl,"Chicken, Brown rice"
German shepherd,Exocrine pancreatic insufficiency,Chicken & Oats Porridge,"Chicken, Oats"
German shepherd,Exocrine pancreatic insufficiency,Digest Ease Lean Beef Dinner,"Lean Beef, Sweet potato, Broccoli, Pumpkin seeds"
German shepherd,Exocrine pancreatic insufficiency,Eggs & Brown rice Bowl,"Eggs, Brown rice"
German shepherd,Exocrine pancreatic insufficiency,Eggs & Oats Porridge,"Eggs, Oats"
German shepherd,Exocrine pancreatic insufficiency,Gentle Gut Cottage cheese Plate,"Cottage cheese (low-fat), Cooked white rice, Broccoli, Pumpkin seeds"
